1, 0.0, 1.6192751120259375e-06, V
2, 0.0, 1.6192831759244729e-06, V
3, 0.0, 1.6191633136173262e-06, V
4, 0.0, 1.6192305229015891e-06, V
5, 0.0, 1.6190328316189611e-06, V
6, 0.0, 1.6190081994205604e-06, V
7, 0.0, 1.619328977056406e-06, V
8, 0.0, 1.6190584887278498e-06, V
9, 0.0, 1.6186914586434638e-06, V
10, 0.0, 1.6184905850080946e-06, V
11, 0.0, 1.618776240522713e-06, V
12, 0.0, 1.6188893821080025e-06, V
13, 0.0, 1.6187790409880634e-06, V
14, 0.0, 1.6187707881988168e-06, V
15, 0.0, 1.6188446708741047e-06, V
16, 0.0, 1.6188776187199704e-06, V
17, 0.0, 1.619291292869829e-06, V
18, 0.0, 1.619218517014038e-06, V
19, 0.0, 1.6192236388505605e-06, V
20, 0.0, 1.619207712889977e-06, V
21, 0.0, 1.6191788829342949e-06, V
22, 0.0, 1.6191081100522764e-06, V
23, 0.0, 1.619295928239064e-06, V
24, 0.0, 1.6194340370769314e-06, V
25, 0.0, 1.6193157614057519e-06, V
26, 0.0, 1.6193875463377038e-06, V
27, 0.0, 1.6192754355872054e-06, V
28, 0.0, 1.6192129817439593e-06, V
29, 0.0, 1.6191677012893258e-06, V
30, 0.0, 1.6193379553469371e-06, V
31, 0.0, 1.6192364437147245e-06, V
32, 0.0, 1.6195781827572074e-06, V
