1, 0.0, 1.6192085345730497e-06, V
2, 0.0, 1.6191985129280857e-06, V
3, 0.0, 1.6191850849467977e-06, V
4, 0.0, 1.618940118247561e-06, V
5, 0.0, 1.6189971255031455e-06, V
6, 0.0, 1.6189948042145349e-06, V
7, 0.0, 1.6188597979779595e-06, V
8, 0.0, 1.6190586305429184e-06, V
9, 0.0, 1.6191054869725472e-06, V
10, 0.0, 1.619280898652929e-06, V
11, 0.0, 1.6189326084253471e-06, V
12, 0.0, 1.619528719102371e-06, V
13, 0.0, 1.6189496819509321e-06, V
14, 0.0, 1.6189857914604589e-06, V
15, 0.0, 1.618999018501111e-06, V
16, 0.0, 1.619031651263152e-06, V
17, 0.0, 1.6189360376741582e-06, V
18, 0.0, 1.6190768058830625e-06, V
19, 0.0, 1.619007215951589e-06, V
20, 0.0, 1.6189213617758688e-06, V
21, 0.0, 1.6188259774118348e-06, V
22, 0.0, 1.6188557227887623e-06, V
23, 0.0, 1.6188528085824457e-06, V
24, 0.0, 1.6188728843223055e-06, V
25, 0.0, 1.6187578649202322e-06, V
26, 0.0, 1.6191180367269612e-06, V
27, 0.0, 1.6187851725919097e-06, V
28, 0.0, 1.6188588180961882e-06, V
29, 0.0, 1.6190291901626046e-06, V
30, 0.0, 1.6188249826336178e-06, V
31, 0.0, 1.6189147951215804e-06, V
32, 0.0, 1.6190253246063204e-06, V
