1, 0.0, 1.618701663714908e-06, V
2, 0.0, 1.6190017615474194e-06, V
3, 0.0, 1.619124727195051e-06, V
4, 0.0, 1.6190927090833747e-06, V
5, 0.0, 1.6187264160282072e-06, V
6, 0.0, 1.6188963524252243e-06, V
7, 0.0, 1.6185352085736428e-06, V
8, 0.0, 1.6188016520806525e-06, V
9, 0.0, 1.619327898535432e-06, V
10, 0.0, 1.619406449195303e-06, V
11, 0.0, 1.6194679063971176e-06, V
12, 0.0, 1.6191604997625152e-06, V
13, 0.0, 1.6190726174054738e-06, V
14, 0.0, 1.619673146071907e-06, V
15, 0.0, 1.6194075356883555e-06, V
16, 0.0, 1.6194277146180546e-06, V
17, 0.0, 1.6193868175686183e-06, V
18, 0.0, 1.6189551873761055e-06, V
19, 0.0, 1.6192056676001557e-06, V
20, 0.0, 1.6193187727269233e-06, V
21, 0.0, 1.6188949599818873e-06, V
22, 0.0, 1.6191117411154053e-06, V
23, 0.0, 1.6191477383078355e-06, V
24, 0.0, 1.6188391001604185e-06, V
25, 0.0, 1.6192913293170793e-06, V
26, 0.0, 1.6193973130606105e-06, V
27, 0.0, 1.6195861680974326e-06, V
28, 0.0, 1.619783182506415e-06, V
29, 0.0, 1.6191474092921578e-06, V
30, 0.0, 1.6196866752796377e-06, V
31, 0.0, 1.619636074913323e-06, V
32, 0.0, 1.6192104673930615e-06, V
