1, 0.0, 1.6185828756702443e-06, V
2, 0.0, 1.618724210545568e-06, V
3, 0.0, 1.6189727258318856e-06, V
4, 0.0, 1.6184274569747542e-06, V
5, 0.0, 1.618529138067049e-06, V
6, 0.0, 1.6185043422769644e-06, V
7, 0.0, 1.6190309456193287e-06, V
8, 0.0, 1.6184775024861918e-06, V
9, 0.0, 1.6187312727228804e-06, V
10, 0.0, 1.6187105810739356e-06, V
11, 0.0, 1.618999435527428e-06, V
12, 0.0, 1.618785741757202e-06, V
13, 0.0, 1.6188240161590081e-06, V
14, 0.0, 1.6189017361426645e-06, V
15, 0.0, 1.618635036992787e-06, V
16, 0.0, 1.6187068561721465e-06, V
17, 0.0, 1.6190756120939638e-06, V
18, 0.0, 1.6192652484512266e-06, V
19, 0.0, 1.6187871418740797e-06, V
20, 0.0, 1.6187199756793928e-06, V
21, 0.0, 1.6194381563527685e-06, V
22, 0.0, 1.619101481064369e-06, V
23, 0.0, 1.618765929694782e-06, V
24, 0.0, 1.6189464607507097e-06, V
25, 0.0, 1.6194176328267593e-06, V
26, 0.0, 1.6191122898003196e-06, V
27, 0.0, 1.6190251495073068e-06, V
28, 0.0, 1.6194614971261415e-06, V
29, 0.0, 1.6193750490483399e-06, V
30, 0.0, 1.6192459802425399e-06, V
31, 0.0, 1.6190570789668377e-06, V
32, 0.0, 1.6189223338706271e-06, V
