1, 0.0, 1.619146482805701e-06, V
2, 0.0, 1.6190547590791067e-06, V
3, 0.0, 1.6191939651599454e-06, V
4, 0.0, 1.6190912777668245e-06, V
5, 0.0, 1.6186836762755937e-06, V
6, 0.0, 1.6188435974532716e-06, V
7, 0.0, 1.6191997803090465e-06, V
8, 0.0, 1.6187456296862679e-06, V
9, 0.0, 1.6187026240169731e-06, V
10, 0.0, 1.6191409658551049e-06, V
11, 0.0, 1.6188260667742158e-06, V
12, 0.0, 1.6188620751135143e-06, V
13, 0.0, 1.6187130773651379e-06, V
14, 0.0, 1.6188572053166315e-06, V
15, 0.0, 1.6187984123397579e-06, V
16, 0.0, 1.6187097475811279e-06, V
17, 0.0, 1.6188607584676615e-06, V
18, 0.0, 1.6189698106800923e-06, V
19, 0.0, 1.6187193394818845e-06, V
20, 0.0, 1.6187898409645449e-06, V
21, 0.0, 1.6189627721074473e-06, V
22, 0.0, 1.6186660570951587e-06, V
23, 0.0, 1.6186613640218199e-06, V
24, 0.0, 1.6187393823019175e-06, V
25, 0.0, 1.619013411930904e-06, V
26, 0.0, 1.6188404492670315e-06, V
27, 0.0, 1.6189507751699662e-06, V
28, 0.0, 1.6188883966867376e-06, V
29, 0.0, 1.61889719790394e-06, V
30, 0.0, 1.6187665103763248e-06, V
31, 0.0, 1.6187139808216452e-06, V
32, 0.0, 1.6187767342131033e-06, V
