1, 0.0, 1.6185828757359167e-06, V
2, 0.0, 1.618724210580322e-06, V
3, 0.0, 1.618972725882369e-06, V
4, 0.0, 1.618427457074543e-06, V
5, 0.0, 1.6185291380378197e-06, V
6, 0.0, 1.6185043422672805e-06, V
7, 0.0, 1.6190309456096884e-06, V
8, 0.0, 1.6184775024429116e-06, V
9, 0.0, 1.6187312726554775e-06, V
10, 0.0, 1.6187105811522936e-06, V
11, 0.0, 1.6189994355774233e-06, V
12, 0.0, 1.6187857416834407e-06, V
13, 0.0, 1.6188240161637225e-06, V
14, 0.0, 1.6189017362076446e-06, V
15, 0.0, 1.6186350370788054e-06, V
16, 0.0, 1.6187068562203505e-06, V
17, 0.0, 1.6190756120220637e-06, V
18, 0.0, 1.6192652484586392e-06, V
19, 0.0, 1.6187871420046091e-06, V
20, 0.0, 1.6187199756763401e-06, V
21, 0.0, 1.6194381563042348e-06, V
22, 0.0, 1.6191014811218072e-06, V
23, 0.0, 1.618765929613831e-06, V
24, 0.0, 1.6189464607535724e-06, V
25, 0.0, 1.61941763279409e-06, V
26, 0.0, 1.6191122898150834e-06, V
27, 0.0, 1.6190251496160483e-06, V
28, 0.0, 1.6194614972018447e-06, V
29, 0.0, 1.6193750490479661e-06, V
30, 0.0, 1.6192459801390538e-06, V
31, 0.0, 1.6190570788797661e-06, V
32, 0.0, 1.618922333961534e-06, V
